招聘岗位,薪酬,地点,所需学历,工作经验,公司名称,公司性质,公司福利
"
													HRBP（内容质量中心） ",面议,['成都-锦江区'],统招本科,3年以上,['字节跳动'],['D轮'], 六险一金 弹性工作 餐补 租房补贴 带薪休假 休闲下午茶 扁平管理 过亿用户 团队氛围好,互联网/移动互联网/电子商务,10000人以上
"
													HRBP ",面议,['济南-历下区'],统招本科,2年以上,['新城控股集团住宅开发事业部'],['未融资'], 节日礼物 团队聚餐 定期体检 公司规模大,房地产开发/建筑/建材/工程,2000-5000人
"
													HRBP ",10-15k·13薪,['北京'],统招本科,1年以上,['爱美客技术发展股份有限公司'],['未融资'], 绩效奖金 午餐补助 弹性工作 五险一金 发展空间大,制药/生物工程,100-499人
"
													HRBP-组织发展方向 ",面议,['成都-锦江区'],本科及以上,5年以上,['字节跳动'],['D轮'], 六险一金 弹性工作 餐补 租房补贴 带薪休假 休闲下午茶 扁平管理 过亿用户 职业大牛 团队氛围好,互联网/移动互联网/电子商务,10000人以上
"
													人力资源专员/主管/HRBP ",5-10k·12薪,['郑州'],大专及以上,2年以上,['上海嘉来'],['未融资'], 领导好 技能培训 岗位晋升 发展空间大 ,房地产开发/建筑/建材/工程,100-499人
"
													人力资源伙伴(HRBP) ",6-8k·12薪,['重庆-渝中区'],本科及以上,3年以上,['恒天财富'],['A轮'],,投资理财,5000-10000人
"
													人力资源伙伴(HRBP) ",面议,['广州'],统招本科,5年以上,['泉后集团'],[], 年底双薪 绩效奖金 带薪年假 定期体检 扁平管理 技能培训 岗位晋升 五险一金 团队聚餐 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													HRBP ",面议,['上海'],统招本科,5年以上,['圣邦微电子'],['IPO上市'], 年底双薪 股票期权 绩效奖金 带薪年假 定期体检 弹性工作 五险一金 上市公司,电子技术/半导体/集成电路,100-499人
"
													营销HRBP（母婴日化产品） ",6-8k·12薪,['广州'],统招本科,经验不限,['康芝药业'],['IPO上市'], 带薪年假 午餐补助 技能培训 五险一金 上市公司,制药/生物工程,500-999人
"
													HRBP ",8-10k·12薪,['武汉-崇仁'],本科及以上,4年以上,['北京大生知行科技有限公司上海分公司'],['未融资'], 节日礼物 五险一金 团队聚餐 上市公司 子女福利 发展空间大 公司规模大,教育/培训/学术/科研/院校,2000-5000人
"
													HRBP ",8-10k·12薪,['武汉-光谷'],本科及以上,4年以上,['北京大生知行科技有限公司上海分公司'],['未融资'], 节日礼物 五险一金 团队聚餐 上市公司 子女福利 发展空间大 公司规模大,教育/培训/学术/科研/院校,2000-5000人
"
													人力资源业务合作伙伴（HRBP）-武汉 ",8-15k·14薪,['武汉-水果湖'],本科及以上,5年以上,['泰格医药'],['IPO上市'], 交通补助 五险一金 午餐补助 定期体检 通讯津贴 管理规范 技能培训 绩效奖金 发展空间大,制药/生物工程,2000-5000人
"
													重庆hrbp ",10-15k·12薪,['成都'],本科及以上,3年以上,['北京人和易行科技有限公司'],['战略投资'],,汽车/摩托车,100-499人
"
													海外HRBP ",25-40k·18薪,['深圳-西丽'],统招本科,3年以上,['深圳雾芯科技有限公司'],['A轮'], 股票期权 带薪年假 扁平管理 管理规范 岗位晋升 五险一金,电子商务,100-499人
"
													中西部HRBP ",15-20k·12薪,['郑州-中原区'],统招本科,5年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													大区HRBP ",10-15k·12薪,['郑州-中原区'],统招本科,3年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													HRBP ",5-10k·12薪,['郑州-建设路'],统招本科,2年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													营销HRBP ",12-15k·15薪,['南京-栖霞区'],本科及以上,3年以上,['新城控股集团住宅开发事业部'],['未融资'], 定期体检 车辆津贴 五险一金 上市公司 带薪年假 午餐补助 岗位晋升 生育补贴,房地产开发/建筑/建材/工程,2000-5000人
"
													hrbp ",面议,['佛山-顺德区'],统招本科,3年以上,['美的集团IoT公司'],[], 带薪年假 午餐补助 免费班车 扁平管理 管理规范 五险一金 上市公司 500强 领导好 发展空间大,互联网/移动互联网/电子商务,100-499人
"
													HRBP ",15-25k·12薪,['北京'],本科及以上,3年以上,['点点互动(北京)科技'],['B轮'], 绩效奖金 带薪年假 午餐补助 弹性工作 节日礼物 扁平管理 岗位晋升 五险一金 团队聚餐 上市公司,游戏产业,100-499人
"
													hrbp主管 ",6-9k·13薪,['佛山'],本科及以上,4年以上,['广东申菱环境系统股份有限公司'],['未融资'], 绩效奖金 带薪年假 午餐补助 节日礼物 岗位晋升 五险一金 团队聚餐 子女福利 领导好 公司规模大,机械制造/机电/重工,2000-5000人
"
													人力资源伙伴(HRBP) ",7-12k·12薪,['武汉'],本科及以上,5年以上,['武汉厚德载物在线科技有限公司'],['未融资'],,教育/培训/学术/科研/院校,10000人以上
"
													大区政委(HRBP) ",30-40k·15薪,['上海-徐汇区'],本科及以上,6年以上,['上海摹汐智能科技有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 技能培训 岗位晋升 五险一金 团队聚餐 上市公司 500强,互联网/移动互联网/电子商务,50-99人
"
													大区政委(HRBP) ",30-40k·15薪,['杭州'],本科及以上,6年以上,['上海摹汐智能科技有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 技能培训 岗位晋升 五险一金 团队聚餐 上市公司 500强,互联网/移动互联网/电子商务,50-99人
"
													HRBP ",面议,['深圳-科技园'],统招本科,5年以上,['国科微电子'],['IPO上市'], 带薪年假 扁平管理 节日礼物 岗位晋升 五险一金 团队聚餐 发展空间大 优秀员工奖 定期体检 上市公司,电子技术/半导体/集成电路,500-999人
"
													HRBP ",面议,['上海-漕河泾'],统招本科,5年以上,['国科微电子'],['IPO上市'], 带薪年假 扁平管理 节日礼物 岗位晋升 五险一金 团队聚餐 发展空间大 优秀员工奖 定期体检 上市公司,电子技术/半导体/集成电路,500-999人
"
													人力资源伙伴(HRBP) ",10-15k·12薪,['杭州'],本科及以上,3年以上,['浙江亚厦装饰股份有限公司'],[],,规划/设计/装潢,2000-5000人
"
													HRBP（北京） ",10-20k·12薪,['北京'],本科及以上,2年以上,['上海融和电科融资租赁有限公司'],[], 绩效奖金 带薪年假 定期体检 五险一金 优秀员工奖,租赁服务,100-499人
"
													HRBP经理 ",6-10k·12薪,['昆明-盘龙区'],统招本科,3年以上,['京东物流'],['战略投资'], 绩效奖金 带薪年假 节日礼物 岗位晋升 五险一金 团队聚餐 500强 发展空间大 公司规模大,交通/物流/运输,10000人以上
"
													hrbp专员 ",6-8k·14薪,['武汉-江汉区'],统招本科,3年以上,['优税猫'],[], 年底双薪 股票期权 绩效奖金 带薪年假 定期体检 年度旅游 节日礼物 技能培训 岗位晋升 五险一金,互联网/移动互联网/电子商务,500-999人
"
													人力资源伙伴(HRBP) ",10-15k·12薪,['上海-长宁区'],本科及以上,3年以上,['上海唯渡网络科技有限公司'],['未融资'],,科研及技术服务,1000-2000人
"
													HRBP（苏州）-上海公司 ",5-7k·12薪,['苏州'],大专及以上,2年以上,['重庆东原澄方实业有限公司'],['未融资'],,其他,2000-5000人
"
													HRBP ",6-8k·13薪,['天津'],统招本科,经验不限,['尚仕时尚科技'],['未融资'], 年底双薪 绩效奖金 岗位晋升 五险一金,医疗/保健/美容/卫生服务,100-499人
"
													高级人力资源专员（HRBP） ",8-12k·12薪,['深圳-园岭'],统招本科,3年以上,['好未来'],['战略投资'], 绩效奖金 带薪年假 定期体检 节日礼物 岗位晋升 上市公司 六险一金 年终奖 周内双休 年度体检,互联网/移动互联网/电子商务,10000人以上
"
													HRBP总监 ",面议,['上海'],统招本科,5年以上,['元亨祥'],[], 团队聚餐 带薪年假 五险一金 节日礼物 股权激励 年终奖 技能培训,基金/证券/期货/投资,500-999人
"
													高级hrbp经理 ",12-15k·12薪,['深圳-南山区'],统招本科,5年以上,['中亿(深圳)信息科技有限公司'],['未融资'], 绩效奖金 带薪年假 年度旅游 节日礼物 扁平管理 岗位晋升 团队聚餐 全勤奖 领导好 发展空间大,通信(设备/运营/增值),100-499人
"
													人力行政专员（HRBP） ",8-10k·12薪,['青岛-中韩'],统招本科,3年以上,['青岛花样年房地产开发有限公司'],['未融资'], 绩效奖金 带薪年假 通讯津贴 定期体检 年度旅游 节日礼物 扁平管理 岗位晋升 五险一金 上市公司,房地产开发/建筑/建材/工程,10000人以上
"
													人力行政专员（HRBP） ",8-10k·12薪,['青岛-中韩'],统招本科,3年以上,['深圳市花样年地产集团有限公司'],['未融资'], 绩效奖金 带薪年假 通讯津贴 定期体检 年度旅游 节日礼物 岗位晋升 五险一金,房地产开发/建筑/建材/工程,1000-2000人
"
													HRBP ",10-15k·12薪,['广州-黄埔区'],大专及以上,3年以上,['广州启盟信息科技有限公司'],['A轮'], 股票期权 绩效奖金 岗位晋升 发展空间大 优秀员工奖,互联网/移动互联网/电子商务,1-49人
"
													HRBP (招聘方向） ",8-10k·12薪,['广州-番禺区'],本科及以上,3年以上,['北辰青年(深圳)教育科技有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 年度旅游 节日礼物 五险一金,教育/培训/学术/科研/院校,50-99人
"
													HRBP (招聘方向） ",8-10k·12薪,['广州-番禺区'],本科及以上,3年以上,['北辰青年(深圳)教育科技有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 年度旅游 节日礼物 五险一金,教育/培训/学术/科研/院校,50-99人
"
													HRBP(武汉） ",10-16k·14薪,['武汉-崇仁'],统招本科,5年以上,['好未来'],['战略投资'], 上市公司 发展空间大 公司规模大,互联网/移动互联网/电子商务,10000人以上
"
													HRBP（招聘+绩效） ",10-14k·15薪,['广州-天河区'],本科及以上,5年以上,['上海翡翠东方网络信息技术有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 通讯津贴 定期体检 技能培训 领导好 发展空间大,社交网络,100-499人
"
													HRBP ",5-8k·12薪,['长沙-开福区'],大专及以上,2年以上,['湖南小嘴零食食品贸易有限公司'],[], 年底双薪 绩效奖金 带薪年假 岗位晋升 五险一金,食品/饮料/烟酒/日化,100-499人
"
													HRBP（昆明） ",8-14k·12薪,['昆明-关上'],本科及以上,5年以上,['深圳依时货拉拉科技有限公司'],['未融资'], 绩效奖金 带薪年假 节日礼物 扁平管理 管理规范 岗位晋升 五险一金 团队聚餐 公司规模大,O2O服务,1000-2000人
"
													医药行业HRBP经理 ",14-20k·14薪,['杭州-滨江区'],本科及以上,8年以上,['火石创造'],['A轮'], 股票期权 绩效奖金 带薪年假 交通补助 通讯津贴 技能培训 岗位晋升 领导好 发展空间大 发展空间大,互联网/移动互联网/电子商务,100-499人
"
													HRBP ",8-12k·12薪,['重庆'],本科及以上,3年以上,['重庆市涪陵区新梦想职业培训学校'],[], 绩效奖金 交通补助 节日礼物 技能培训 团队聚餐 五险 法定节假日,教育/培训/学术/科研/院校,1-49人
"
													HRBP（南宁） ",8-14k·12薪,['南宁-西乡塘区'],本科及以上,5年以上,['深圳依时货拉拉科技有限公司'],['未融资'], 绩效奖金 带薪年假 节日礼物 扁平管理 管理规范 岗位晋升 五险一金 团队聚餐 公司规模大,O2O服务,1000-2000人
"
													资深人力资源专员（HRBP） ",10-20k·15薪,['深圳-科技园'],统招本科,5年以上,['迈瑞医疗'],['IPO上市'], 年底双薪 绩效奖金 带薪年假 午餐补助 管理规范 上市公司 购房津贴 领导好 发展空间大 公司规模大,医疗设备/器械,5000-10000人
"
													人力资源伙伴(HRBP)（英语工作语言） ",面议,['北京'],统招本科,5年以上,['时空幻境'],['A轮'], 年底双薪 绩效奖金 带薪年假 定期体检 弹性工作 年度旅游 节日礼物 扁平管理 五险一金 休闲餐点,游戏开发,100-499人
"
													人力资源伙伴(HRBP) ",20-30k·17薪,[],北京-朝阳区,本科及以上,['时空幻境'],['A轮'], 年底双薪 绩效奖金 带薪年假 定期体检 弹性工作 年度旅游 节日礼物 五险一金 团队聚餐 休闲餐点,游戏开发,100-499人
招聘岗位,薪酬,地点,所需学历,工作经验,公司名称,公司性质,公司福利
招聘岗位,薪酬,地点,所需学历,工作经验,公司名称,公司性质,公司福利
"
													HRBP ",面议,['济南-历下区'],统招本科,2年以上,['新城控股集团住宅开发事业部'],['未融资'], 节日礼物 团队聚餐 定期体检 公司规模大,房地产开发/建筑/建材/工程,2000-5000人
"
													HRBP ",10-15k·13薪,['北京'],统招本科,1年以上,['爱美客技术发展股份有限公司'],['未融资'], 绩效奖金 午餐补助 弹性工作 五险一金 发展空间大,制药/生物工程,100-499人
"
													HRBP-组织发展方向 ",面议,['成都-锦江区'],本科及以上,5年以上,['字节跳动'],['D轮'], 六险一金 弹性工作 餐补 租房补贴 带薪休假 休闲下午茶 扁平管理 过亿用户 职业大牛 团队氛围好,互联网/移动互联网/电子商务,10000人以上
"
													HRBP（内容质量中心） ",面议,['成都-锦江区'],统招本科,3年以上,['字节跳动'],['D轮'], 六险一金 弹性工作 餐补 租房补贴 带薪休假 休闲下午茶 扁平管理 过亿用户 团队氛围好,互联网/移动互联网/电子商务,10000人以上
"
													HRBP（绩效&薪酬） ",10-15k·12薪,['宁波'],本科及以上,5年以上,['浙江吉利控股集团'],['未融资'],,汽车/摩托车,10000人以上
"
													人力资源专员/主管/HRBP ",5-10k·12薪,['郑州'],大专及以上,2年以上,['上海嘉来'],['未融资'], 领导好 技能培训 岗位晋升 发展空间大 ,房地产开发/建筑/建材/工程,100-499人
"
													人力资源伙伴(HRBP) ",6-8k·12薪,['重庆-渝中区'],本科及以上,3年以上,['恒天财富'],['A轮'],,投资理财,5000-10000人
"
													人力资源伙伴(HRBP) ",面议,['广州'],统招本科,5年以上,['泉后集团'],[], 年底双薪 绩效奖金 带薪年假 定期体检 扁平管理 技能培训 岗位晋升 五险一金 团队聚餐 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													HRBP ",面议,['上海'],统招本科,5年以上,['圣邦微电子'],['IPO上市'], 年底双薪 股票期权 绩效奖金 带薪年假 定期体检 弹性工作 五险一金 上市公司,电子技术/半导体/集成电路,100-499人
"
													营销HRBP（母婴日化产品） ",6-8k·12薪,['广州'],统招本科,经验不限,['康芝药业'],['IPO上市'], 带薪年假 午餐补助 技能培训 五险一金 上市公司,制药/生物工程,500-999人
"
													HRBP ",8-10k·12薪,['武汉-崇仁'],本科及以上,4年以上,['北京大生知行科技有限公司上海分公司'],['未融资'], 节日礼物 五险一金 团队聚餐 上市公司 子女福利 发展空间大 公司规模大,教育/培训/学术/科研/院校,2000-5000人
"
													HRBP ",8-10k·12薪,['武汉-光谷'],本科及以上,4年以上,['北京大生知行科技有限公司上海分公司'],['未融资'], 节日礼物 五险一金 团队聚餐 上市公司 子女福利 发展空间大 公司规模大,教育/培训/学术/科研/院校,2000-5000人
"
													人力资源业务合作伙伴（HRBP）-武汉 ",8-15k·14薪,['武汉-水果湖'],本科及以上,5年以上,['泰格医药'],['IPO上市'], 交通补助 五险一金 午餐补助 定期体检 通讯津贴 管理规范 技能培训 绩效奖金 发展空间大,制药/生物工程,2000-5000人
"
													重庆hrbp ",10-15k·12薪,['成都'],本科及以上,3年以上,['北京人和易行科技有限公司'],['战略投资'],,汽车/摩托车,100-499人
"
													海外HRBP ",25-40k·18薪,['深圳-西丽'],统招本科,3年以上,['深圳雾芯科技有限公司'],['A轮'], 股票期权 带薪年假 扁平管理 管理规范 岗位晋升 五险一金,电子商务,100-499人
"
													中西部HRBP ",15-20k·12薪,['郑州-中原区'],统招本科,5年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													大区HRBP ",10-15k·12薪,['郑州-中原区'],统招本科,3年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													HRBP ",5-10k·12薪,['郑州-建设路'],统招本科,2年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													营销HRBP ",12-15k·15薪,['南京-栖霞区'],本科及以上,3年以上,['新城控股集团住宅开发事业部'],['未融资'], 定期体检 车辆津贴 五险一金 上市公司 带薪年假 午餐补助 岗位晋升 生育补贴,房地产开发/建筑/建材/工程,2000-5000人
"
													hrbp ",面议,['佛山-顺德区'],统招本科,3年以上,['美的集团IoT公司'],[], 带薪年假 午餐补助 免费班车 扁平管理 管理规范 五险一金 上市公司 500强 领导好 发展空间大,互联网/移动互联网/电子商务,100-499人
"
													HRBP ",15-25k·12薪,['北京'],本科及以上,3年以上,['点点互动(北京)科技'],['B轮'], 绩效奖金 带薪年假 午餐补助 弹性工作 节日礼物 扁平管理 岗位晋升 五险一金 团队聚餐 上市公司,游戏产业,100-499人
"
													hrbp主管 ",6-9k·13薪,['佛山'],本科及以上,4年以上,['广东申菱环境系统股份有限公司'],['未融资'], 绩效奖金 带薪年假 午餐补助 节日礼物 岗位晋升 五险一金 团队聚餐 子女福利 领导好 公司规模大,机械制造/机电/重工,2000-5000人
"
													人力资源伙伴(HRBP) ",7-12k·12薪,['武汉'],本科及以上,5年以上,['武汉厚德载物在线科技有限公司'],['未融资'],,教育/培训/学术/科研/院校,10000人以上
"
													大区政委(HRBP) ",30-40k·15薪,['上海-徐汇区'],本科及以上,6年以上,['上海摹汐智能科技有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 技能培训 岗位晋升 五险一金 团队聚餐 上市公司 500强,互联网/移动互联网/电子商务,50-99人
"
													大区政委(HRBP) ",30-40k·15薪,['杭州'],本科及以上,6年以上,['上海摹汐智能科技有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 技能培训 岗位晋升 五险一金 团队聚餐 上市公司 500强,互联网/移动互联网/电子商务,50-99人
"
													HRBP ",面议,['深圳-科技园'],统招本科,5年以上,['国科微电子'],['IPO上市'], 带薪年假 扁平管理 节日礼物 岗位晋升 五险一金 团队聚餐 发展空间大 优秀员工奖 定期体检 上市公司,电子技术/半导体/集成电路,500-999人
"
													HRBP ",面议,['上海-漕河泾'],统招本科,5年以上,['国科微电子'],['IPO上市'], 带薪年假 扁平管理 节日礼物 岗位晋升 五险一金 团队聚餐 发展空间大 优秀员工奖 定期体检 上市公司,电子技术/半导体/集成电路,500-999人
"
													人力资源伙伴(HRBP) ",10-15k·12薪,['杭州'],本科及以上,3年以上,['浙江亚厦装饰股份有限公司'],[],,规划/设计/装潢,2000-5000人
"
													HRBP（北京） ",10-20k·12薪,['北京'],本科及以上,2年以上,['上海融和电科融资租赁有限公司'],[], 绩效奖金 带薪年假 定期体检 五险一金 优秀员工奖,租赁服务,100-499人
"
													HRBP经理 ",6-10k·12薪,['昆明-盘龙区'],统招本科,3年以上,['京东物流'],['战略投资'], 绩效奖金 带薪年假 节日礼物 岗位晋升 五险一金 团队聚餐 500强 发展空间大 公司规模大,交通/物流/运输,10000人以上
"
													hrbp专员 ",6-8k·14薪,['武汉-江汉区'],统招本科,3年以上,['优税猫'],[], 年底双薪 股票期权 绩效奖金 带薪年假 定期体检 年度旅游 节日礼物 技能培训 岗位晋升 五险一金,互联网/移动互联网/电子商务,500-999人
"
													人力资源伙伴(HRBP) ",10-15k·12薪,['上海-长宁区'],本科及以上,3年以上,['上海唯渡网络科技有限公司'],['未融资'],,科研及技术服务,1000-2000人
"
													HRBP（苏州）-上海公司 ",5-7k·12薪,['苏州'],大专及以上,2年以上,['重庆东原澄方实业有限公司'],['未融资'],,其他,2000-5000人
"
													HRBP ",6-8k·13薪,['天津'],统招本科,经验不限,['尚仕时尚科技'],['未融资'], 年底双薪 绩效奖金 岗位晋升 五险一金,医疗/保健/美容/卫生服务,100-499人
"
													高级人力资源专员（HRBP） ",8-12k·12薪,['深圳-园岭'],统招本科,3年以上,['好未来'],['战略投资'], 绩效奖金 带薪年假 定期体检 节日礼物 岗位晋升 上市公司 六险一金 年终奖 周内双休 年度体检,互联网/移动互联网/电子商务,10000人以上
"
													HRBP总监 ",面议,['上海'],统招本科,5年以上,['元亨祥'],[], 团队聚餐 带薪年假 五险一金 节日礼物 股权激励 年终奖 技能培训,基金/证券/期货/投资,500-999人
"
													高级hrbp经理 ",12-15k·12薪,['深圳-南山区'],统招本科,5年以上,['中亿(深圳)信息科技有限公司'],['未融资'], 绩效奖金 带薪年假 年度旅游 节日礼物 扁平管理 岗位晋升 团队聚餐 全勤奖 领导好 发展空间大,通信(设备/运营/增值),100-499人
"
													人力行政专员（HRBP） ",8-10k·12薪,['青岛-中韩'],统招本科,3年以上,['青岛花样年房地产开发有限公司'],['未融资'], 绩效奖金 带薪年假 通讯津贴 定期体检 年度旅游 节日礼物 扁平管理 岗位晋升 五险一金 上市公司,房地产开发/建筑/建材/工程,10000人以上
"
													人力行政专员（HRBP） ",8-10k·12薪,['青岛-中韩'],统招本科,3年以上,['深圳市花样年地产集团有限公司'],['未融资'], 绩效奖金 带薪年假 通讯津贴 定期体检 年度旅游 节日礼物 岗位晋升 五险一金,房地产开发/建筑/建材/工程,1000-2000人
"
													HRBP ",10-15k·12薪,['广州-黄埔区'],大专及以上,3年以上,['广州启盟信息科技有限公司'],['A轮'], 股票期权 绩效奖金 岗位晋升 发展空间大 优秀员工奖,互联网/移动互联网/电子商务,1-49人
"
													HRBP (招聘方向） ",8-10k·12薪,['广州-番禺区'],本科及以上,3年以上,['北辰青年(深圳)教育科技有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 年度旅游 节日礼物 五险一金,教育/培训/学术/科研/院校,50-99人
"
													HRBP(武汉） ",10-16k·14薪,['武汉-崇仁'],统招本科,5年以上,['好未来'],['战略投资'], 上市公司 发展空间大 公司规模大,互联网/移动互联网/电子商务,10000人以上
"
													HRBP（招聘+绩效） ",10-14k·15薪,['广州-天河区'],本科及以上,5年以上,['上海翡翠东方网络信息技术有限公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 交通补助 通讯津贴 定期体检 技能培训 领导好 发展空间大,社交网络,100-499人
"
													HRBP ",5-8k·12薪,['长沙-开福区'],大专及以上,2年以上,['湖南小嘴零食食品贸易有限公司'],[], 年底双薪 绩效奖金 带薪年假 岗位晋升 五险一金,食品/饮料/烟酒/日化,100-499人
"
													HRBP（昆明） ",8-14k·12薪,['昆明-关上'],本科及以上,5年以上,['深圳依时货拉拉科技有限公司'],['未融资'], 绩效奖金 带薪年假 节日礼物 扁平管理 管理规范 岗位晋升 五险一金 团队聚餐 公司规模大,O2O服务,1000-2000人
"
													医药行业HRBP经理 ",14-20k·14薪,['杭州-滨江区'],本科及以上,8年以上,['火石创造'],['A轮'], 股票期权 绩效奖金 带薪年假 交通补助 通讯津贴 技能培训 岗位晋升 领导好 发展空间大 发展空间大,互联网/移动互联网/电子商务,100-499人
"
													HRBP ",8-12k·12薪,['重庆'],本科及以上,3年以上,['重庆市涪陵区新梦想职业培训学校'],[], 绩效奖金 交通补助 节日礼物 技能培训 团队聚餐 五险 法定节假日,教育/培训/学术/科研/院校,1-49人
"
													HRBP（南宁） ",8-14k·12薪,['南宁-西乡塘区'],本科及以上,5年以上,['深圳依时货拉拉科技有限公司'],['未融资'], 绩效奖金 带薪年假 节日礼物 扁平管理 管理规范 岗位晋升 五险一金 团队聚餐 公司规模大,O2O服务,1000-2000人
"
													资深人力资源专员（HRBP） ",10-20k·15薪,['深圳-科技园'],统招本科,5年以上,['迈瑞医疗'],['IPO上市'], 年底双薪 绩效奖金 带薪年假 午餐补助 管理规范 上市公司 购房津贴 领导好 发展空间大 公司规模大,医疗设备/器械,5000-10000人
"
													人力资源伙伴(HRBP)（英语工作语言） ",面议,['北京'],统招本科,5年以上,['时空幻境'],['A轮'], 年底双薪 绩效奖金 带薪年假 定期体检 弹性工作 年度旅游 节日礼物 扁平管理 五险一金 休闲餐点,游戏开发,100-499人
"
													人力资源伙伴(HRBP) ",20-30k·17薪,[],北京-朝阳区,本科及以上,['时空幻境'],['A轮'], 年底双薪 绩效奖金 带薪年假 定期体检 弹性工作 年度旅游 节日礼物 五险一金 团队聚餐 休闲餐点,游戏开发,100-499人
"
													hrbp ",10-20k·12薪,['杭州-江干区'],统招本科,2年以上,['苏州天乙佳网络科技有限公司杭州分公司'],[], 年底双薪 股票期权 绩效奖金 带薪年假 弹性工作 扁平管理 五险一金,综合性电商,500-999人
"
													HRBP高级经理 ",50-70k·12薪,['深圳'],本科及以上,5年以上,['道通科技'],['A轮'],,电子技术/半导体/集成电路,1000-2000人
"
													海外Sr.HRBP（美洲/中东） (MJ001578) ",30-60k·15薪,['广州-番禺区'],统招本科,5年以上,['广州市百果园信息技术有限公司'],['未融资'], 绩效奖金 领导好 发展空间大,社交网络,2000-5000人
"
													HRBP ",10-12k·12薪,['苏州-苏锦'],大专及以上,3年以上,['宋小菜'],['B轮'], 股票期权 绩效奖金 定期体检 弹性工作 年度旅游 节日礼物 岗位晋升 五险一金 团队聚餐 发展空间大,生鲜电商,100-499人
"
													人力资源伙伴(HRBP) ",18-30k·12薪,['杭州'],本科及以上,5年以上,['浙江中控技术股份有限公司'],['未融资'],,仪器/仪表/工业自动化/电气,1000-2000人
"
													区域HRBP ",16-25k·12薪,['长沙-袁家岭'],本科及以上,5年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													大区HRBP ",16-25k·12薪,['武汉-丁字桥'],本科及以上,5年以上,['北京掌上先机网络科技有限公司'],['A轮'], 年底双薪 带薪年假 交通补助 通讯津贴 午餐补助 岗位晋升 发展空间大,互联网/移动互联网/电子商务,1000-2000人
"
													hrbp（湖北各地项目） ",8-12k·12薪,['武汉'],大专及以上,3年以上,['卓尔智城投资(武汉)有限公司'],[], 年底双薪 绩效奖金 带薪年假 交通补助 通讯津贴 午餐补助 定期体检 岗位晋升 五险一金 领导好,商业地产,100-499人
"
													HRBP（主招聘） ",8-16k·12薪,['深圳'],本科及以上,2年以上,['深圳市明源软件股份有限公司'],['未融资'], 带薪年假 扁平管理 五险一金 上市公司 发展空间大 公司规模大,互联网/移动互联网/电子商务,2000-5000人
"
													人力资源伙伴(HRBP) ",10-13k·15薪,['广州-天河区'],本科及以上,3年以上,['上海翡翠东方网络信息技术有限公司'],['未融资'], 年底双薪 带薪年假 节日礼物 岗位晋升 五险一金 车辆津贴 领导好 发展空间大 公司规模大,社交网络,100-499人
"
													营销HRBP ",10-15k·15薪,['珠海-前山'],统招本科,2年以上,['珠海市万科房地产有限公司'],['未融资'], 绩效奖金 管理规范 五险一金 500强 公司规模大,房地产开发/建筑/建材/工程,100-499人
"
													HRBP(J10191) ",5-8k·14薪,['西安'],大专及以上,3年以上,['佳帮手集团'],['未融资'], 技能培训 岗位晋升 领导好 发展空间大 餐费补贴 免费住宿,电子商务,1000-2000人
"
													HRBP负责人 ",15-25k·12薪,['深圳-科技园'],本科及以上,3年以上,['深圳市明源软件股份有限公司'],['未融资'], 带薪年假 扁平管理 五险一金 上市公司 发展空间大 公司规模大,互联网/移动互联网/电子商务,2000-5000人
